Training iteration 0 | loss kld 22.1635 kld1 8.7697 kld2 10.1763 kld3 3.2175 elem_type_num 1.5376 elem_type 0.7137 elem_num 1.9542 lattice 0.6495 coord 1.3433
Training iteration 8 | loss kld 63.5367 kld1 42.1996 kld2 4.2355 kld3 17.1016 elem_type_num 0.5232 elem_type 0.0936 elem_num 0.2293 lattice 0.0196 coord 0.5570
Training iteration 9 | loss kld 62.8691 kld1 42.6474 kld2 4.3970 kld3 15.8247 elem_type_num 0.5033 elem_type 0.0931 elem_num 0.2041 lattice 0.0171 coord 0.5523
Training iteration 10 | loss kld 66.6030 kld1 43.1673 kld2 4.4189 kld3 19.0168 elem_type_num 0.5241 elem_type 0.0937 elem_num 0.2227 lattice 0.0168 coord 0.5242
Training iteration 11 | loss kld 64.2906 kld1 42.6051 kld2 4.5145 kld3 17.1711 elem_type_num 0.4508 elem_type 0.0931 elem_num 0.2084 lattice 0.0180 coord 0.5152
Training iteration 12 | loss kld 66.0170 kld1 44.2679 kld2 4.7294 kld3 17.0197 elem_type_num 0.4162 elem_type 0.0930 elem_num 0.1916 lattice 0.0189 coord 0.4992
Training iteration 13 | loss kld 65.7063 kld1 44.9301 kld2 4.5560 kld3 16.2203 elem_type_num 0.4471 elem_type 0.0913 elem_num 0.1817 lattice 0.0181 coord 0.4954
Training iteration 14 | loss kld 64.6881 kld1 44.4731 kld2 4.3894 kld3 15.8256 elem_type_num 0.4075 elem_type 0.0929 elem_num 0.1974 lattice 0.0196 coord 0.5354
Training iteration 15 | loss kld 62.3593 kld1 43.1327 kld2 4.2627 kld3 14.9639 elem_type_num 0.5087 elem_type 0.0911 elem_num 0.2331 lattice 0.0197 coord 0.4739
Training iteration 16 | loss kld 62.9863 kld1 41.6916 kld2 4.0648 kld3 17.2299 elem_type_num 0.3468 elem_type 0.0918 elem_num 0.1723 lattice 0.0186 coord 0.5253
Training iteration 17 | loss kld 60.6832 kld1 41.0939 kld2 3.8845 kld3 15.7048 elem_type_num 0.3379 elem_type 0.0929 elem_num 0.1591 lattice 0.0180 coord 0.5317
Training iteration 18 | loss kld 62.4552 kld1 43.5252 kld2 3.9611 kld3 14.9690 elem_type_num 0.3971 elem_type 0.0908 elem_num 0.1960 lattice 0.0165 coord 0.5111
Training iteration 19 | loss kld 64.7787 kld1 46.3679 kld2 3.9856 kld3 14.4252 elem_type_num 0.2398 elem_type 0.0916 elem_num 0.1238 lattice 0.0181 coord 0.4442
Training iteration 20 | loss kld 64.6715 kld1 42.6527 kld2 3.7973 kld3 18.2215 elem_type_num 0.3416 elem_type 0.0906 elem_num 0.1764 lattice 0.0181 coord 0.5720
Training iteration 21 | loss kld 62.7487 kld1 42.6195 kld2 3.8238 kld3 16.3053 elem_type_num 0.2820 elem_type 0.0914 elem_num 0.1514 lattice 0.0188 coord 0.5365
Training iteration 22 | loss kld 65.3276 kld1 44.1159 kld2 3.9567 kld3 17.2551 elem_type_num 0.2551 elem_type 0.0903 elem_num 0.1588 lattice 0.0164 coord 0.4790
Training iteration 23 | loss kld 64.1325 kld1 44.4081 kld2 3.9594 kld3 15.7650 elem_type_num 0.3692 elem_type 0.0903 elem_num 0.1615 lattice 0.0176 coord 0.5421
Training iteration 24 | loss kld 64.7563 kld1 43.3136 kld2 3.9813 kld3 17.4613 elem_type_num 0.3179 elem_type 0.0905 elem_num 0.1627 lattice 0.0161 coord 0.5325
Training iteration 25 | loss kld 64.2626 kld1 45.0553 kld2 4.1430 kld3 15.0644 elem_type_num 0.2679 elem_type 0.0900 elem_num 0.1596 lattice 0.0198 coord 0.4818
Training iteration 26 | loss kld 63.2318 kld1 43.3263 kld2 3.9742 kld3 15.9312 elem_type_num 0.3044 elem_type 0.0902 elem_num 0.1602 lattice 0.0171 coord 0.4698
Training iteration 27 | loss kld 61.6747 kld1 42.6291 kld2 3.9295 kld3 15.1161 elem_type_num 0.2353 elem_type 0.0894 elem_num 0.1511 lattice 0.0151 coord 0.4741
Training iteration 28 | loss kld 65.3650 kld1 43.5508 kld2 3.8813 kld3 17.9329 elem_type_num 0.2444 elem_type 0.0903 elem_num 0.1698 lattice 0.0182 coord 0.5203
Training iteration 29 | loss kld 61.9995 kld1 42.7448 kld2 3.7504 kld3 15.5043 elem_type_num 0.2369 elem_type 0.0897 elem_num 0.1389 lattice 0.0183 coord 0.5372
Training iteration 30 | loss kld 61.2723 kld1 42.4022 kld2 3.7483 kld3 15.1218 elem_type_num 0.2070 elem_type 0.0890 elem_num 0.1230 lattice 0.0173 coord 0.4521
Training iteration 31 | loss kld 61.9943 kld1 41.6030 kld2 3.6657 kld3 16.7257 elem_type_num 0.2631 elem_type 0.0891 elem_num 0.1504 lattice 0.0183 coord 0.4534
Training iteration 32 | loss kld 60.0754 kld1 40.6270 kld2 3.6632 kld3 15.7852 elem_type_num 0.1628 elem_type 0.0899 elem_num 0.1182 lattice 0.0168 coord 0.5230
Training iteration 33 | loss kld 59.3545 kld1 40.9386 kld2 3.6529 kld3 14.7629 elem_type_num 0.1780 elem_type 0.0890 elem_num 0.1308 lattice 0.0155 coord 0.4970
Training iteration 34 | loss kld 59.4534 kld1 39.2780 kld2 3.5353 kld3 16.6401 elem_type_num 0.2249 elem_type 0.0888 elem_num 0.1426 lattice 0.0169 coord 0.4905
Training iteration 35 | loss kld 60.8899 kld1 40.6123 kld2 3.5344 kld3 16.7432 elem_type_num 0.2523 elem_type 0.0870 elem_num 0.1540 lattice 0.0167 coord 0.4920
Training iteration 36 | loss kld 59.2271 kld1 40.1710 kld2 3.6361 kld3 15.4200 elem_type_num 0.2092 elem_type 0.0881 elem_num 0.1275 lattice 0.0170 coord 0.4887
Training iteration 37 | loss kld 59.1245 kld1 39.0207 kld2 3.4633 kld3 16.6405 elem_type_num 0.1307 elem_type 0.0883 elem_num 0.1194 lattice 0.0157 coord 0.5112
Training iteration 38 | loss kld 57.5901 kld1 39.4313 kld2 3.5501 kld3 14.6088 elem_type_num 0.2847 elem_type 0.0868 elem_num 0.1527 lattice 0.0164 coord 0.5000
Training iteration 39 | loss kld 57.0922 kld1 40.0247 kld2 3.5853 kld3 13.4822 elem_type_num 0.1449 elem_type 0.0879 elem_num 0.1066 lattice 0.0163 coord 0.4729
Training iteration 40 | loss kld 60.2886 kld1 39.3970 kld2 3.5224 kld3 17.3693 elem_type_num 0.1940 elem_type 0.0874 elem_num 0.1217 lattice 0.0153 coord 0.4679
Training iteration 41 | loss kld 59.0635 kld1 40.5174 kld2 3.5896 kld3 14.9565 elem_type_num 0.1403 elem_type 0.0874 elem_num 0.1103 lattice 0.0165 coord 0.5533
Training iteration 42 | loss kld 60.4156 kld1 41.3373 kld2 3.7239 kld3 15.3544 elem_type_num 0.1677 elem_type 0.0874 elem_num 0.1080 lattice 0.0152 coord 0.4659
Training iteration 43 | loss kld 61.1350 kld1 41.3401 kld2 3.7119 kld3 16.0831 elem_type_num 0.1820 elem_type 0.0867 elem_num 0.1172 lattice 0.0155 coord 0.4722
Training iteration 44 | loss kld 61.8818 kld1 41.5003 kld2 3.6874 kld3 16.6941 elem_type_num 0.1829 elem_type 0.0876 elem_num 0.1151 lattice 0.0132 coord 0.4566
Training | Average loss 9.1580 kld 63.0702 kld1 42.3329 kld2 4.1020 kld3 16.6352 elem_type_num 0.3437 elem_type 0.0910 elem_num 0.1743 lattice 0.0175 coord 0.5105                 elem_type_num_acc 0.9693, elem_type_acc 0.9647 elem_type_recall 0.5436 elem_num_acc 0.9827 elem_type_match 0.0058 elem_num_match 0.9370 comp_match 0.0056
Validation | Average loss 8.4393 kld 59.6199 kld1 40.6842 kld2 3.7066 kld3 15.2291 elem_type_num 0.1630 elem_type 0.0859 elem_num 0.1091 lattice 0.0160 coord 0.4833                 elem_type_num_acc 0.9725, elem_type_acc 0.9647 elem_type_recall 0.5426 elem_num_acc 0.9844 elem_type_match 0.0061 elem_num_match 0.9435 comp_match 0.0061
Training iteration 0 | loss kld 59.2388 kld1 40.9364 kld2 3.7132 kld3 14.5893 elem_type_num 0.2089 elem_type 0.0862 elem_num 0.1219 lattice 0.0174 coord 0.4841
Training iteration 1 | loss kld 61.2365 kld1 40.1383 kld2 3.6873 kld3 17.4109 elem_type_num 0.1420 elem_type 0.0868 elem_num 0.1072 lattice 0.0154 coord 0.5119
Training iteration 2 | loss kld 56.7258 kld1 39.1569 kld2 3.5146 kld3 14.0543 elem_type_num 0.1655 elem_type 0.0861 elem_num 0.1111 lattice 0.0166 coord 0.4788
Training iteration 3 | loss kld 57.7399 kld1 38.4846 kld2 3.6406 kld3 15.6147 elem_type_num 0.1488 elem_type 0.0866 elem_num 0.1064 lattice 0.0167 coord 0.4754
Training iteration 4 | loss kld 60.0205 kld1 39.0711 kld2 3.7177 kld3 17.2317 elem_type_num 0.2209 elem_type 0.0851 elem_num 0.1275 lattice 0.0151 coord 0.4888
Training iteration 5 | loss kld 62.0866 kld1 39.8684 kld2 3.8253 kld3 18.3929 elem_type_num 0.2646 elem_type 0.0854 elem_num 0.1482 lattice 0.0164 coord 0.4427
Training iteration 6 | loss kld 59.3019 kld1 40.6104 kld2 3.9034 kld3 14.7881 elem_type_num 0.1994 elem_type 0.0846 elem_num 0.1311 lattice 0.0150 coord 0.5027
Training iteration 7 | loss kld 61.2916 kld1 39.5769 kld2 3.8703 kld3 17.8444 elem_type_num 0.0911 elem_type 0.0862 elem_num 0.0798 lattice 0.0168 coord 0.4648
Training iteration 8 | loss kld 57.4781 kld1 37.2156 kld2 3.7183 kld3 16.5442 elem_type_num 0.1626 elem_type 0.0850 elem_num 0.1037 lattice 0.0171 coord 0.4796
Training iteration 9 | loss kld 53.2332 kld1 35.4010 kld2 3.4962 kld3 14.3360 elem_type_num 0.1959 elem_type 0.0849 elem_num 0.1183 lattice 0.0182 coord 0.4868
Training iteration 10 | loss kld 56.8553 kld1 37.6252 kld2 3.7088 kld3 15.5213 elem_type_num 0.1093 elem_type 0.0848 elem_num 0.0871 lattice 0.0159 coord 0.4706
Training iteration 11 | loss kld 57.7609 kld1 38.9247 kld2 3.7279 kld3 15.1083 elem_type_num 0.1507 elem_type 0.0838 elem_num 0.0935 lattice 0.0143 coord 0.4731
Training iteration 12 | loss kld 63.0271 kld1 39.7319 kld2 3.9808 kld3 19.3144 elem_type_num 0.2688 elem_type 0.0831 elem_num 0.1364 lattice 0.0161 coord 0.4263
Training iteration 13 | loss kld 62.1946 kld1 40.3437 kld2 3.9993 kld3 17.8515 elem_type_num 0.1615 elem_type 0.0833 elem_num 0.1006 lattice 0.0154 coord 0.4804
Training iteration 14 | loss kld 57.0154 kld1 38.0265 kld2 3.7906 kld3 15.1983 elem_type_num 0.1974 elem_type 0.0834 elem_num 0.1226 lattice 0.0157 coord 0.4431
Training iteration 15 | loss kld 53.7370 kld1 37.8918 kld2 3.6584 kld3 12.1868 elem_type_num 0.1031 elem_type 0.0838 elem_num 0.0887 lattice 0.0148 coord 0.4614
Training iteration 16 | loss kld 56.3321 kld1 38.0466 kld2 3.6494 kld3 14.6361 elem_type_num 0.1868 elem_type 0.0828 elem_num 0.1170 lattice 0.0171 coord 0.4531
Training iteration 17 | loss kld 55.1790 kld1 37.3651 kld2 3.6908 kld3 14.1232 elem_type_num 0.1413 elem_type 0.0831 elem_num 0.0930 lattice 0.0159 coord 0.4817
Training iteration 18 | loss kld 58.9909 kld1 38.3990 kld2 3.8599 kld3 16.7319 elem_type_num 0.2891 elem_type 0.0829 elem_num 0.1389 lattice 0.0151 coord 0.4890
Training iteration 19 | loss kld 57.6728 kld1 39.3969 kld2 3.7756 kld3 14.5003 elem_type_num 0.1876 elem_type 0.0821 elem_num 0.1077 lattice 0.0158 coord 0.4786
Training iteration 20 | loss kld 61.4880 kld1 40.4065 kld2 3.8964 kld3 17.1850 elem_type_num 0.1520 elem_type 0.0821 elem_num 0.0989 lattice 0.0165 coord 0.4912
Training iteration 21 | loss kld 60.4500 kld1 38.8551 kld2 3.7876 kld3 17.8073 elem_type_num 0.1466 elem_type 0.0812 elem_num 0.1025 lattice 0.0151 coord 0.4244
Training iteration 22 | loss kld 56.2319 kld1 37.8993 kld2 3.6985 kld3 14.6341 elem_type_num 0.1791 elem_type 0.0806 elem_num 0.1263 lattice 0.0154 coord 0.4392
Training iteration 23 | loss kld 54.9483 kld1 36.0562 kld2 3.7301 kld3 15.1619 elem_type_num 0.1496 elem_type 0.0812 elem_num 0.1049 lattice 0.0143 coord 0.4638
Training iteration 24 | loss kld 58.8650 kld1 37.3186 kld2 3.8267 kld3 17.7198 elem_type_num 0.1023 elem_type 0.0814 elem_num 0.0740 lattice 0.0170 coord 0.4796
Training iteration 25 | loss kld 59.1816 kld1 38.7316 kld2 3.8388 kld3 16.6112 elem_type_num 0.1299 elem_type 0.0799 elem_num 0.0969 lattice 0.0150 coord 0.4146
Training iteration 26 | loss kld 59.6991 kld1 40.1974 kld2 3.8828 kld3 15.6189 elem_type_num 0.0881 elem_type 0.0800 elem_num 0.0785 lattice 0.0164 coord 0.4454
Training iteration 27 | loss kld 61.6728 kld1 41.0950 kld2 3.9182 kld3 16.6597 elem_type_num 0.0878 elem_type 0.0803 elem_num 0.0696 lattice 0.0146 coord 0.4455
Training iteration 28 | loss kld 59.3300 kld1 40.9704 kld2 3.8786 kld3 14.4809 elem_type_num 0.2759 elem_type 0.0780 elem_num 0.1422 lattice 0.0165 coord 0.5032
Training iteration 29 | loss kld 57.0803 kld1 38.9898 kld2 3.8713 kld3 14.2192 elem_type_num 0.2127 elem_type 0.0797 elem_num 0.1415 lattice 0.0146 coord 0.4504
Training iteration 30 | loss kld 57.7204 kld1 39.4193 kld2 3.9317 kld3 14.3694 elem_type_num 0.1595 elem_type 0.0776 elem_num 0.1004 lattice 0.0162 coord 0.4319
Training iteration 31 | loss kld 57.3861 kld1 39.1791 kld2 3.8750 kld3 14.3320 elem_type_num 0.1608 elem_type 0.0778 elem_num 0.1182 lattice 0.0178 coord 0.4167
Training iteration 32 | loss kld 59.8124 kld1 41.7448 kld2 4.0982 kld3 13.9694 elem_type_num 0.1143 elem_type 0.0783 elem_num 0.0748 lattice 0.0158 coord 0.4267
Training iteration 33 | loss kld 60.6302 kld1 41.9646 kld2 4.2851 kld3 14.3805 elem_type_num 0.1094 elem_type 0.0762 elem_num 0.0833 lattice 0.0171 coord 0.4776
Training iteration 34 | loss kld 61.0112 kld1 42.7780 kld2 4.1710 kld3 14.0623 elem_type_num 0.1522 elem_type 0.0765 elem_num 0.0896 lattice 0.0167 coord 0.4720
Training iteration 35 | loss kld 61.6556 kld1 42.3050 kld2 4.2912 kld3 15.0595 elem_type_num 0.0883 elem_type 0.0762 elem_num 0.0720 lattice 0.0161 coord 0.4580
Training iteration 36 | loss kld 60.6710 kld1 41.4871 kld2 4.1172 kld3 15.0667 elem_type_num 0.1658 elem_type 0.0765 elem_num 0.1073 lattice 0.0161 coord 0.4563
Training iteration 37 | loss kld 64.1165 kld1 43.4006 kld2 4.2678 kld3 16.4481 elem_type_num 0.1450 elem_type 0.0750 elem_num 0.0940 lattice 0.0150 coord 0.4256
Training iteration 38 | loss kld 64.9860 kld1 44.4237 kld2 4.3956 kld3 16.1667 elem_type_num 0.1332 elem_type 0.0744 elem_num 0.1038 lattice 0.0147 coord 0.4818
Training iteration 39 | loss kld 64.5205 kld1 43.2476 kld2 4.3499 kld3 16.9230 elem_type_num 0.1715 elem_type 0.0748 elem_num 0.0922 lattice 0.0165 coord 0.4414
Training iteration 40 | loss kld 60.8812 kld1 42.5591 kld2 4.2017 kld3 14.1204 elem_type_num 0.1464 elem_type 0.0740 elem_num 0.0958 lattice 0.0140 coord 0.4643
Training iteration 41 | loss kld 61.9013 kld1 42.6500 kld2 4.2770 kld3 14.9743 elem_type_num 0.1287 elem_type 0.0738 elem_num 0.0862 lattice 0.0155 coord 0.4320
Training iteration 42 | loss kld 63.9681 kld1 45.1332 kld2 4.5425 kld3 14.2924 elem_type_num 0.1215 elem_type 0.0719 elem_num 0.0879 lattice 0.0161 coord 0.4335
Training iteration 43 | loss kld 65.2880 kld1 45.9946 kld2 4.4747 kld3 14.8187 elem_type_num 0.0957 elem_type 0.0724 elem_num 0.0795 lattice 0.0134 coord 0.4560
Training iteration 44 | loss kld 65.9121 kld1 46.8501 kld2 4.5844 kld3 14.4775 elem_type_num 0.0819 elem_type 0.0716 elem_num 0.0597 lattice 0.0127 coord 0.4189
Training | Average loss 8.0343 kld 59.7006 kld1 40.2193 kld2 3.9360 kld3 15.5453 elem_type_num 0.1576 elem_type 0.0805 elem_num 0.1027 lattice 0.0158 coord 0.4605                 elem_type_num_acc 0.9746, elem_type_acc 0.9766 elem_type_recall 0.6973 elem_num_acc 0.9879 elem_type_match 0.1014 elem_num_match 0.9563 comp_match 0.0980
